,x,y,z,label,pi
109,-191.10786882877696,-10.575664927499725,74.44681932768636,no,pi1
110,-127.29179802625588,-15.406935617954462,73.95792049531748,no,pi1
111,-48.31455243535537,-36.32562069546515,-17.46780163653327,no,pi1
112,-120.31103690736359,-15.918297387198816,73.9168064456166,no,pi1
113,-133.06661598030757,-29.91809751037644,-16.867421965942974,no,pi1
114,2.328678925006427,-25.29416513294414,73.05409915172851,no,pi1
115,7.3148015671789794,-25.686549342249364,73.02596584296492,no,pi1
116,-93.27338934651594,-33.69936557191357,-21.752502491066537,no,pi1
117,56.17263077912386,-29.390989499854165,72.6350321896689,no,pi1
118,-253.80679229673817,-21.486660122044988,-20.608142061747902,no,pi1
119,-73.9593567569868,-40.406903912658095,-53.916193540761,no,pi1
120,-211.04658048468892,-9.026713142181338,74.59850792198024,no,pi1
121,-45.528974234010185,-21.58282867285056,73.38853583338386,no,pi1
122,-131.28085249423336,-15.118867296084952,74.02150034604865,no,pi1
123,-185.63666067944843,-31.909893716723477,-53.12002921567088,no,pi1
124,-154.00442871620652,-28.308528620174016,-16.70513085864989,no,pi1
125,-10.424301091353819,-39.226183123572355,-17.726326098620014,no,pi1
126,-124.18365167621968,-31.375268642003938,-21.53467654339885,no,pi1
127,-119.82674032051311,-36.94044670865566,-53.506767396826916,no,pi1
128,-92.39377622833618,-18.086536081730184,73.74639269084525,no,pi1
129,-145.2397405400292,-14.071980571083227,74.11630476033974,no,pi1
130,-78.31705437979274,-34.86789667101164,-21.8729297105043,no,pi1
131,-37.06694688774756,-43.20995161432713,-54.171094739746984,no,pi1
132,-177.9364696875186,-26.491373312528072,-16.532540176712207,no,pi1
133,-167.687629489604,-33.31027383984366,-53.24291871055451,no,pi1
134,-159.70888802544206,-33.91670468697271,-53.21881762450242,no,pi1
135,-39.33908832117285,-37.06437455515683,-17.535683508886223,no,pi1
136,-188.62736490413417,-31.713843911208148,-53.09409088072889,no,pi1
137,-6.1586330145149475,-45.61032591697387,-54.32624239277901,no,pi1
138,-149.73834357547037,-34.66246759276887,-53.28558970520997,no,pi1
139,4.324756915720567,-25.408332661971123,73.05478957291383,no,pi1
140,-74.44586126161308,-19.437773161004387,73.62436812343313,no,pi1
141,-98.1686325048089,-32.561077761499305,-17.10258222928567,no,pi1
142,-116.32374157836912,-16.23217980469708,73.9289455557267,no,pi1
143,-68.34634090191737,-35.61713838368283,-21.938139698786756,no,pi1
144,-238.48899238471643,-27.919612556352668,-52.79910300919997,no,pi1
145,-173.1580500025773,-11.919805179868519,74.32752961166862,no,pi1
146,-144.7951753503954,-10.362890938518195,96.66025905207881,no,pi1
147,-171.1635697350694,-12.074890275669906,74.30898672199065,no,pi1
148,-15.13250072850571,-44.93277128708782,-54.26186730773686,no,pi1
149,-15.617871857387751,-23.910220488562995,73.18603110361117,no,pi1
150,-103.36223195062873,-17.23750099028592,73.82122440113042,no,pi1
151,-133.2740269510717,-14.927655485006671,74.01693754657632,no,pi1
152,-229.50432684965733,-28.557129826849845,-52.698547427165536,no,pi1
153,-141.7634760986523,-35.2887570883699,-53.350628623875856,no,pi1
154,-105.86623935333321,-38.00934682171533,-53.59707329384681,no,pi1
155,26.258446612949495,-27.112966765316173,72.84932273915314,no,pi1
156,-53.50738307946723,-21.013334621287985,73.43802392830779,no,pi1
157,37.436331039925726,-42.868468139878466,-18.083187945669014,no,pi1
158,-44.3245389339672,-36.636351837949235,-17.491339085993722,no,pi1
159,-218.53665332883534,-29.386332082735976,-52.85785017990467,no,pi1
160,3.769429878555402,-21.624924503856786,95.58221345942147,no,pi1
161,-167.97068020722776,-27.265927871484628,-16.659181874643824,no,pi1
162,-125.8500968527018,-11.775470153842914,96.53282989082525,no,pi1
163,-205.5767881936861,-30.419856079624477,-52.968014876983496,no,pi1
164,-164.97203191503064,-27.43997707988202,-16.614679851187145,no,pi1
165,-69.46102592852088,-19.84784904055325,73.53677289354194,yes,pi1
166,-201.59132698148144,-30.75756175522985,-52.94160803989118,no,pi1
167,-87.20049096525321,-33.40926722238639,-17.18859853325662,no,pi1
168,-234.97965391740752,-7.180455637036858,74.76145835164535,no,pi1
169,-136.05640362908846,-29.679524339817984,-16.827941004529947,no,pi1
170,-147.11707934912428,-29.623622166030056,-21.376830284581366,no,pi1
171,-181.64515686165404,-32.222868237649045,-53.05065141988328,no,pi1
172,-214.82567094832032,-23.6607478899467,-16.25524875544851,no,pi1
173,-172.67113804912321,-32.921382009576625,-53.11832856550279,no,pi1
174,-208.84351988142726,-24.09305534450959,-16.296750995103025,no,pi1
175,-157.20500540274662,-13.146344132279317,74.18143863873078,no,pi1
176,-160.19463082796295,-12.91134561996989,74.23392760107875,no,pi1
177,-191.6162285546939,-31.505397586320406,-52.98369936874238,no,pi1
178,-56.0123720846606,-41.796158708781284,-53.962151231060275,no,pi1
179,-71.96417154984296,-40.56286721539866,-53.84186973934554,no,pi1
180,-44.047950947902315,-42.72846905796245,-54.133348551431425,no,pi1
181,-151.73297006600538,-34.49968198205105,-53.34802846047782,no,pi1
182,-237.96774223290387,-6.984439161874541,74.80196645516003,no,pi1
183,-75.95493599838564,-40.28810825009105,-53.81684206429044,no,pi1
184,-89.40328204957376,-18.31206120734609,73.69311151971017,no,pi1
185,-71.33844612051566,-35.385450166365594,-21.922874950301818,no,pi1
186,-172.15902604232812,-11.950137100789894,74.33639640793452,no,pi1
187,-44.048942006467456,-42.740286403116556,-54.05301131477984,no,pi1
188,-207.93770191918597,-24.966820833033367,-20.92426535378131,no,pi1
189,-158.989619256005,-27.941037600186565,-16.665666022594944,no,pi1
190,-173.66767040604518,-32.84576890212093,-53.11535312830153,no,pi1
191,-83.21213899059133,-33.70939279946653,-17.216597902548806,no,pi1
192,-189.62330981691116,-31.628348332180085,-53.08168715129972,no,pi1
193,-172.94785636369906,-26.86551056138955,-16.565053831696865,no,pi1
194,-130.2818894767995,-15.127806770680815,73.98928005899836,no,pi1
195,13.296446228166591,-26.12963438848966,72.97661336923443,no,pi1
196,-182.64466707051733,-32.175253913379805,-53.067376515490686,no,pi1
197,-227.53424194066903,-28.781120690447985,-52.89444924601082,no,pi1
198,-188.900575484461,-25.61798851250978,-16.439395673861615,no,pi1
199,-138.2590541692731,-14.538475269363833,74.0971823233431,no,pi1
200,-169.68047446114534,-33.140753883939524,-53.153383034078985,no,pi1
201,-77.9480206765602,-40.11038152948643,-53.87810597424069,no,pi1
202,30.24824046930375,-27.373931442786404,72.86581287524511,no,pi1
203,-18.12795772333596,-44.735248513688965,-54.27513215169143,no,pi1
204,-191.98397063769374,-26.157110839392587,-21.03398561261372,no,pi1
205,-83.42052806377066,-18.771536655740654,73.6811714497301,no,pi1
206,-98.37503995917538,-17.60951597755364,73.78884052831856,no,pi1
207,-225.51876694244842,-28.91208892825868,-52.83400742551193,no,pi1
208,-162.9796974846525,-27.611592816789233,-16.636073161461518,no,pi1
209,-82.42378638712124,-18.844008841075865,73.63102820383811,yes,pi1
210,-98.88757877761135,-38.52059098629247,-53.64523497924348,no,pi1
211,-188.90146487735845,-25.647631750019414,-16.446337791717728,no,pi1
212,-129.79786228259255,-36.194296684712114,-53.50949254309086,no,pi1
213,-213.55077418033414,-29.798933831211304,-52.82566192716679,no,pi1
214,-154.7253007099538,-34.29449768698506,-53.26271487751708,no,pi1
215,-158.98906258841865,-27.93848751993844,-16.666387528465954,no,pi1
216,-91.90927360248273,-39.06288226984113,-53.79245985497289,no,pi1
217,-108.86100917356696,-37.772650641987646,-53.680358216428495,no,pi1
218,-155.09481640054756,-29.026122335647475,-21.325041975070878,no,pi1
219,-120.10334837616149,-30.86473107388162,-16.94152410742209,no,pi1
220,-31.362277024454606,-37.64087559135487,-17.58148552899956,no,pi1
221,-83.42012930519768,-18.753413791303725,73.68736573709448,no,pi1
222,-62.99152201523142,-41.2788700184809,-53.91699256307165,no,pi1
223,-187.90659878112854,-25.72643362116963,-16.46341332098396,no,pi1
224,-76.23182133814713,-34.23613628601728,-17.260471717385748,no,pi1
225,-158.2016559254994,-13.05451046377728,74.22957081638336,no,pi1
226,-107.86116628691933,-37.86455946509329,-53.59598301477604,no,pi1
227,-115.21226883472968,-32.046934765839126,-21.61054820742739,no,pi1
228,-114.84288798605635,-37.33280792196292,-53.63034471813462,no,pi1
229,-239.75406221372234,-21.753615306687955,-16.084151626585715,no,pi1
230,-153.72629179858217,-34.33090591418766,-53.24981028688683,no,pi1
231,-175.94076559763187,-26.651681211408576,-16.549504061402175,no,pi1
232,-142.13033126738,-29.96920018250362,-21.396045101784974,no,pi1
233,-134.15433094977647,-30.579970089637982,-21.459036987679152,no,pi1
234,-176.66194807435073,-32.65620624392891,-53.10555617246229,no,pi1
235,-160.1976764519957,-12.925059868828594,74.22712250385062,no,pi1
236,-234.49114169909106,-28.235887985737506,-52.67395813083819,no,pi1
237,-65.983488433513,-41.05909001303739,-53.97741924764985,no,pi1
238,-173.94725336209424,-26.7659394765423,-16.56415864616593,no,pi1
239,-179.65612658566428,-32.39052712912221,-53.17960988769513,no,pi1
240,-212.83102485887684,-23.814246174817367,-16.27266335991129,no,pi1
241,-82.21479936875153,-33.789424719247535,-17.226080379928785,no,pi1
242,-183.9153765512418,-26.014341624007354,-16.48073774716938,no,pi1
243,-106.35213055066812,-17.021813663689596,73.83969485569848,no,pi1
244,-129.2860662677831,-15.265186241118759,74.01468447923858,no,pi1
245,-234.50245342370633,-28.214346708232963,-52.75515402928966,no,pi1
246,-212.0433549840694,-8.90367388896673,74.58188123569265,no,pi1
247,-198.60418924777295,-30.98426921048253,-52.995403277172024,no,pi1
248,-108.13763793605811,-31.800686377091953,-17.03137189081709,no,pi1
249,-203.949356258365,-25.259292855036847,-20.95328922505363,no,pi1
250,-137.7751736804658,-35.5471295384865,-53.46346189721876,no,pi1
251,-118.3169164482241,-16.088366945456258,73.9354662571263,no,pi1
252,-176.66014519606347,-32.62115254548524,-53.17324466843376,no,pi1
253,-233.49838155379857,-28.276147569794666,-52.7156798139691,no,pi1
254,-209.57288188098437,-30.126608408529684,-52.92074207844303,no,pi1
255,-0.1781813734551642,-46.05772296141136,-54.463391226420605,no,pi1
256,10.514073785690012,-40.84939756686402,-17.894638821888897,no,pi1
257,-215.54705231090335,-29.668006951701532,-52.8150627696497,no,pi1
258,-215.54632495820857,-29.67554289739985,-52.817345971933506,no,pi1
259,-212.55360624200623,-29.85249669914036,-52.817968224422465,no,pi1
260,-154.72317198677453,-34.28496132963026,-53.25881296155902,no,pi1
261,-48.03554875055001,-42.45107863342008,-54.02705364946582,no,pi1
262,-76.95239074423401,-40.19030066350488,-53.88949511931052,no,pi1
263,-109.13488383758322,-31.735189410796167,-17.028460831971532,no,pi1
264,-150.01791328924295,-28.606850258849352,-16.750254274117154,no,pi1
265,21.483234232483074,-41.686649019951616,-17.97278225556117,no,pi1
266,-135.15164210676207,-30.54745590260009,-21.469821169573866,no,pi1
267,-74.45345957326776,-19.45873615549693,73.56618605671521,no,pi1
268,-55.02155863317381,-41.90337787302816,-54.01501553295544,no,pi1
269,-190.61856314393404,-31.587351689359437,-53.00554953041485,no,pi1
270,-169.1694734362086,-12.242676485211957,74.25787386037057,no,pi1
271,21.390797610379963,-42.42730127424755,-22.584716850006295,no,pi1
272,-72.96572289063216,-40.52399867666611,-53.86807243582599,no,pi1
273,-225.5300946462071,-28.8833557630878,-52.91350691471637,no,pi1
274,-143.12977889882262,-29.93015102343154,-21.402230834004218,no,pi1
275,-179.02334693376397,-27.168337456585633,-21.141609133221333,no,pi1
276,-134.78068049619972,-35.77625266367583,-53.38789503616179,no,pi1
277,-73.45153053843656,-19.51072506329943,73.59948003019906,no,pi1
278,-100.2531572133324,-33.157778642963336,-21.69554274909603,no,pi1
279,-133.27481049626968,-14.945302698881287,74.00525931258976,no,pi1
280,-10.633139623800364,-24.32395890029035,73.11473611571081,no,pi1
281,-143.7564415164083,-35.10193228867534,-53.32934844650334,no,pi1
282,-89.40319472689241,-18.324642074773735,73.7146091169464,no,pi1
283,-100.16279900988573,-32.422556400168354,-17.1022587963054,no,pi1
284,-85.20582116405906,-33.55385561209994,-17.202550515142878,no,pi1
285,-241.4729064447582,-27.673855388154088,-52.63828931782226,no,pi1
286,-58.01021890039705,-41.628240968163404,-54.039179341214876,no,pi1
287,-170.68813176738547,-33.0516793940397,-53.280474114967575,no,pi1
288,-47.3163818054448,-36.40594266827219,-17.475069995837085,no,pi1
289,-190.6193356329195,-31.548744296898384,-52.997848473873646,no,pi1
290,-97.37949455927723,-17.711849448646564,73.74076564320279,no,pi1
291,-157.7150483612537,-34.08065947545466,-53.23458916803808,no,pi1
292,-181.01764890916266,-27.0472547260591,-21.12515523931604,no,pi1
293,-183.64131793988147,-32.10211035457818,-53.06343464751618,no,pi1
294,-26.37946311337394,-38.03920333268241,-17.640053539474863,no,pi1
295,-127.80338567472639,-36.347919747244255,-53.52623882931855,no,pi1
296,-140.04537920686744,-29.37758557866469,-16.806251782544386,no,pi1
297,-169.6794079876013,-33.14298857995948,-53.13769418867525,no,pi1
298,-48.522104329309194,-21.40291003117383,73.42759941403705,no,pi1
299,-172.9482116314941,-26.849252783786252,-16.568003409168824,no,pi1
300,-42.539704094700575,-21.840786644226693,73.41987768582358,yes,pi1
301,-188.62634517832967,-31.73120211172761,-53.022823899279246,no,pi1
302,-186.62970885418585,-31.833303027385274,-53.014172434232584,no,pi1
303,-151.73553439348836,-34.530250161096475,-53.29062025898971,no,pi1
304,-202.58594811024685,-30.643467097684585,-52.98481600076424,no,pi1
305,-57.008893525423765,-41.707310480354415,-54.03270969813433,no,pi1
306,-121.8206917413504,-36.82119057371815,-53.50321566973847,no,pi1
307,-145.75489200700792,-34.98245899904368,-53.348000955644856,no,pi1
308,-164.69533185348973,-33.53291992166601,-53.185884166744565,no,pi1
309,-28.095678512261312,-43.93403125322913,-54.24801693739832,no,pi1
310,-184.64024111405516,-32.021589869089865,-53.06352720643043,no,pi1
311,40.219215109583914,-28.19561881967909,72.78260066171262,no,pi1
312,-119.10600504883666,-30.962848482212774,-16.948631954163048,no,pi1
313,3.444211852280816,-41.06890799928584,-22.45664687056068,no,pi1
314,-212.5576372976994,-29.890488855304426,-52.85815257614246,no,pi1
315,-87.19928156467478,-33.41052476826983,-17.184764880862208,no,pi1
316,-181.92182158507563,-26.157617449021995,-16.49896481629081,no,pi1
317,-65.98548440459632,-41.01800570497814,-53.89635553957768,no,pi1
318,-178.14199498878133,-11.552804113104989,74.35941976105495,no,pi1
319,-117.11390080699779,-31.135245050271628,-16.98051464883276,no,pi1
320,-174.66707493985288,-32.743523098445344,-53.10816215812329,no,pi1
321,-158.71214946158574,-33.96418161904132,-53.30413233200415,no,pi1
322,-133.27329846245817,-14.931180033392756,74.01800409033801,no,pi1
323,-139.77040856348225,-35.39260095697534,-53.44936741182418,no,pi1
324,-239.75380830382613,-21.782533814078302,-16.077293844056324,no,pi1
325,-119.82776272810217,-36.952847418317425,-53.58716074083423,no,pi1
326,-187.90445600798265,-25.71455695592748,-16.451880351843123,no,pi1
327,-131.79155421731735,-36.02507191310075,-53.49900957694775,no,pi1
328,-40.064157098457954,-43.050170344432814,-54.11178227363714,no,pi1
329,-104.1495355306389,-32.087320573746126,-17.061593133215496,no,pi1
330,-219.02364729274356,-8.431582183077166,74.6670766285371,no,pi1
331,-116.83445180143575,-37.16713876334651,-53.52281640666667,no,pi1
332,-212.9253040856556,-24.602541426257577,-20.89145548003578,no,pi1
333,-133.78592067229266,-35.88924124312357,-53.41283697241061,no,pi1
334,-111.84894512044241,-37.5670292281415,-53.55853916760821,no,pi1
335,-190.10783740610535,-10.634811243676996,74.45265769334937,no,pi1
336,-84.93041923736138,-39.59617696550837,-53.8578430499688,no,pi1
337,-135.77975316841506,-35.75547211058507,-53.39929010104158,no,pi1
338,-178.65885983588333,-32.4749671069732,-53.19291298861957,no,pi1
339,-184.6426089772708,-31.998709839427235,-53.15207805994703,no,pi1
340,-152.00892742310458,-28.448627014655823,-16.712517577078344,no,pi1
341,-188.62490682469652,-31.70188301694115,-53.01189417100994,no,pi1
342,-171.6756325769476,-32.98065298100695,-53.20829984061218,no,pi1
343,-48.52335483509368,-21.406615876426443,73.39644200967072,no,pi1
344,29.249605150978685,-27.350434076914205,72.85922429132076,no,pi1
345,-212.55358971716177,-29.88117947608263,-52.83543694532611,no,pi1
346,-42.5403607345981,-21.89159166325569,73.37516953446239,no,pi1
347,-148.11397355771615,-29.53693937961306,-21.35978697468892,no,pi1
348,-155.72054727487946,-34.171492412480205,-53.31126699466742,no,pi1
349,-11.421562713482746,-39.1417100269748,-17.724161532723404,no,pi1
350,-169.6888644024809,-33.14051548077542,-53.27574666509985,no,pi1
351,-115.11880479006642,-31.269916713782724,-16.9835329480567,no,pi1
352,-77.9904555248283,-15.446504941020773,96.17977389856642,no,pi1
353,-42.53860118364764,-21.867125446188243,73.38670914365079,no,pi1
354,-95.384647601314,-17.857302913162247,73.76486454495898,no,pi1
355,-94.1791274723065,-32.827486272402666,-17.134625421619656,no,pi1
356,-32.568813455115524,-22.633693863735044,73.32108441085207,no,pi1
357,-155.72109839902143,-34.21984206476265,-53.24484747240194,no,pi1
358,-183.91634542443754,-26.008592009696077,-16.48459751745165,no,pi1
359,-210.05271902582078,-9.12456541638097,74.5368351997049,no,pi1
360,-160.71031522528216,-33.825367492275454,-53.30337627884281,no,pi1
361,-187.62950700200696,-31.776747807474205,-53.03449162773441,no,pi1
362,1.8173964145422679,-46.23085937531964,-54.39608712926968,no,pi1
363,-131.78998332260736,-36.04104251978592,-53.41501222724711,no,pi1
364,-34.353611652483764,-37.44047587626656,-17.57138677811065,no,pi1
365,34.353207173066465,-43.4087018869787,-22.66835439601447,no,pi1
366,-181.64446960643485,-32.21388064144013,-53.131640037482974,no,pi1
367,-167.1783265343011,-12.392709705669443,74.28547560551378,no,pi1
368,-125.29679799620568,-15.569569636953029,73.98488041627128,no,pi1
369,-244.75624062364525,-21.390766154651214,-16.150937562463287,no,pi1
370,-135.78098111943748,-35.732907603094176,-53.470188930322315,no,pi1
371,-200.58990764347502,-30.8094522132718,-53.00361105051227,no,pi1
372,-108.85770691740343,-37.7763590105416,-53.57997299976084,no,pi1
373,-113.33200608130518,-16.48107858240835,73.90118441194579,no,pi1
374,-53.507559415013766,-21.0430108903205,73.46639164012328,no,pi1
375,-211.55764658673527,-29.954069142117035,-52.83846093841979,no,pi1
376,-163.6981993933788,-33.5834536644805,-53.26774488995182,no,pi1
377,-117.83160433022798,-37.092346992014605,-53.59730011874863,no,pi1
378,-236.97724102256973,-7.077950476046608,74.759990969397,no,pi1
379,-27.37415742922636,-37.93084843217927,-17.6062912750433,no,pi1
380,32.35911146100778,-43.27975671603881,-22.700146116179038,yes,pi1
381,-145.23881553876143,-14.045265435361978,74.13122110741658,no,pi1
382,-237.7593473332414,-21.938468088233094,-16.09351243108461,no,pi1
383,-133.0660541960821,-29.905294982067723,-16.854805053501842,no,pi1
384,-18.610133154576737,-23.705826303601224,73.21112712515277,no,pi1
385,-157.20711285157648,-13.148586140820566,74.1895315884933,no,pi1
386,-45.529628111328286,-21.62998008030415,73.40837601703187,no,pi1
387,-165.967824330927,-27.377410266027074,-16.61008420340649,no,pi1
388,-185.63352136360598,-31.912837766124294,-53.024282352265274,no,pi1
389,-156.7186428865492,-34.148634440288475,-53.248665036230896,no,pi1
390,-238.75742304667395,-21.8416334153186,-16.084376741163215,no,pi1
391,-53.02126612356456,-42.02481990211345,-54.000106802245675,no,pi1
392,-187.90481430194808,-25.740288541595174,-16.45799773491125,no,pi1
393,-149.73853732916712,-34.648412612853846,-53.35945274650859,no,pi1
394,-122.81618113883454,-36.678073480894334,-53.55304090638092,no,pi1
395,-166.68937518034,-33.36453539455886,-53.24747282441966,no,pi1
396,-78.43562430051327,-19.115061142194822,73.63807326156878,no,pi1
397,-101.3659728378617,-17.35666024687186,73.8191540884872,no,pi1
398,21.482140294922747,-41.64017186758128,-17.968942208203135,no,pi1
399,-133.8288535405096,-11.183545122934792,96.5043951995324,yes,pi1
400,-139.76631676989152,-35.43157389744914,-53.3656264998514,no,pi1
401,-59.005493170838754,-41.60112304983788,-53.96341110577018,no,pi1
402,-171.67321337341764,-32.96883146515612,-53.11344574660971,no,pi1
