,x,y,z,label,pi
142,-141.25247112683607,-14.36929589512399,74.04399811187236,yes,pi1
143,8.797635215649857,-46.76960114920373,-54.44858822781359,no,pi1
144,-61.27526804484455,-35.38801109754341,-17.375218998240857,no,pi1
145,-144.03286957284436,-29.080482974578842,-16.774867943086875,no,pi1
146,-12.417837112234347,-39.09663641097539,-17.73217797348269,no,pi1
147,-171.6744750844835,-32.997697788209365,-53.20985971729503,no,pi1
148,-109.3436250530429,-16.777695066349867,73.86907090421741,no,pi1
149,-217.91128459876518,-24.219244411354907,-20.862401061572836,no,pi1
150,-188.62803018300704,-31.701938943794403,-53.09577429352682,no,pi1
151,-28.37147985849317,-37.89431125311771,-17.610690565058956,no,pi1
152,-100.16032579263081,-32.38772297316067,-17.083873718280994,no,pi1
153,-131.79239105350436,-36.03169892589682,-53.507357853071426,no,pi1
154,-94.8980218902214,-38.856375015029165,-53.688991464280676,no,pi1
155,-206.57134159165048,-30.33598013853206,-52.87353181406004,no,pi1
156,-73.24000485325926,-34.44714669980464,-17.278312932492188,no,pi1
157,-34.07627557899459,-43.47246988442664,-54.204420076537126,no,pi1
158,-84.92770460654778,-39.57452026878104,-53.73676687194614,no,pi1
159,-138.7706995312882,-35.48131219425315,-53.3659637428826,no,pi1
160,-157.71579110756338,-34.036860633338804,-53.30669797647002,no,pi1
161,-165.0634790084624,-28.26489647152254,-21.247314898664325,no,pi1
162,-93.90125730865293,-38.94061240484658,-53.69180982969815,no,pi1
163,-125.8089844407496,-36.4926816167178,-53.53840750748253,no,pi1
164,-214.82594173371479,-23.673460380204,-16.258181244238997,no,pi1
165,-188.624058407158,-31.68213138905627,-53.08108156684559,no,pi1
166,-215.0370787316891,-8.743053323881659,74.61224376659416,no,pi1
167,-36.346870709014425,-37.25025413188355,-17.547957208789374,no,pi1
168,-169.68028286098547,-33.12704642409257,-53.14206345617967,no,pi1
169,-207.56833812481804,-30.221074425499,-52.939197886070815,no,pi1
170,-129.79988838666122,-36.19926642518762,-53.45628539353984,no,pi1
171,-21.113578896610363,-44.44379446522025,-54.21288364052679,no,pi1
172,-212.92537645616056,-24.607409187341535,-20.89559865306193,no,pi1
173,-136.77726442859648,-35.66113763714666,-53.45923966243511,no,pi1
174,-189.1111640497359,-10.709001926498896,74.4407816270947,no,pi1
175,-205.06432397759494,-9.497205111284002,74.55441450116759,no,pi1
176,-43.327696561013276,-36.72791916138789,-17.501460668480487,no,pi1
177,-28.094432258572944,-43.951295027225534,-54.16204009221494,no,pi1
178,-74.95679032566856,-40.377473512947184,-53.83311988088422,no,pi1
179,-152.01202264452635,-28.426505970667094,-16.717603245807428,no,pi1
180,-221.53162692046735,-29.223828275325886,-52.78936762299101,no,pi1
181,-154.72541181949475,-34.283249658682934,-53.2540509977528,no,pi1
182,-110.8558487727914,-37.61065601185651,-53.66011180015355,no,pi1
183,-187.62890844949925,-31.79035274976467,-53.01682631069906,no,pi1
184,-174.15992425235095,-11.857338150510984,74.2984922331617,no,pi1
185,28.254900662541953,-27.25104433399336,72.87641880413734,no,pi1
186,-49.033277374230785,-42.35762720536286,-54.020252568414165,no,pi1
187,-130.1664363581991,-30.92642823348111,-21.506059293892985,no,pi1
188,-218.53739377809916,-29.434781085193386,-52.87250324012818,no,pi1
189,-131.79089827642338,-36.070447644795266,-53.42049155604391,no,pi1
190,-96.38184269597687,-17.771475082231213,73.77919704556894,no,pi1
191,-80.94029116264083,-39.92763986872597,-53.78793691420184,no,pi1
192,-22.3893997212635,-38.33129903343428,-17.654591361152054,no,pi1
193,-67.97904363689906,-40.93118077080602,-53.88523516883154,no,pi1
194,-103.87240608795152,-38.16738588804558,-53.61398948625604,no,pi1
195,23.476262376388025,-41.83387067641366,-17.988541701180157,no,pi1
196,-214.54917147442652,-29.70394519519536,-52.81362792514606,no,pi1
197,-166.6885705687232,-33.39289286692942,-53.16867713423686,no,pi1
198,-120.10298667821912,-30.905637481398287,-16.94843628864569,no,pi1
199,-149.7419925849777,-34.68491110770104,-53.39140838068804,no,pi1
200,-212.83481804264275,-23.848109765241,-16.303182868458418,no,pi1
201,9.516474738561218,-40.78260100692807,-17.89939650496559,no,pi1
202,-227.51068934840464,-28.748346215224995,-52.73091721900778,no,pi1
203,-236.7620768581614,-21.988121215728366,-16.093034113102476,no,pi1
204,-56.29193423087647,-35.74269749398922,-17.417848505001633,no,pi1
205,-81.21787520254892,-33.854701952473484,-17.22762255675527,no,pi1
206,-124.09171224968543,-30.585136784885997,-16.91968294374318,no,pi1
207,-95.89584366613416,-38.732850455257605,-53.752654990573646,no,pi1
208,-160.19458619376263,-12.826265346096278,74.2198662363185,no,pi1
209,-119.10509410766798,-30.954796106787654,-16.95084318229236,no,pi1
210,-110.34029695754454,-16.701650193962653,73.87685769657588,no,pi1
211,-153.72969160941463,-34.36665692545345,-53.35214046523544,no,pi1
212,-60.370037971966255,-36.229225763020274,-21.997469987449005,no,pi1
213,-212.9236075691651,-24.578468805314014,-20.878415570948533,no,pi1
214,-229.50538622767294,-28.618979454798993,-52.71159195880716,no,pi1
215,2.4450997251123106,-41.014208901190656,-22.45682745089884,no,pi1
216,-136.77879148250327,-35.64916813775469,-53.46787677736411,no,pi1
217,-67.2592015533342,-34.91489755075491,-17.34492294413038,no,pi1
218,-183.63871511295153,-32.08900495731296,-53.04439869525093,no,pi1
219,30.2471569803926,-27.379556252102187,72.86123777664517,no,pi1
220,-135.26798592009993,-14.755734615204865,74.0281519665067,yes,pi1
221,-69.97321198830628,-40.78413632293322,-53.87963304352787,no,pi1
222,-201.8652188974704,-24.62474228676474,-16.350893980938864,no,pi1
223,-179.92736633113833,-26.28782649759051,-16.49810575975761,no,pi1
224,-111.8491157227657,-37.51965163690265,-53.62912270102368,no,pi1
225,-122.09883857203295,-30.758006512249416,-16.938312238922663,no,pi1
226,-158.98984784552593,-27.93375780648265,-16.662825086279476,no,pi1
227,34.234759279037576,-27.73416264298928,72.8150712217826,no,pi1
228,-160.75107469641523,-9.117262056123007,96.66287755212991,no,pi1
229,-128.2898919066086,-15.327812485694638,73.9715729830348,no,pi1
230,-65.35615891639969,-35.83196163504718,-21.969753690474793,no,pi1
231,-59.28117682577094,-35.53595205164929,-17.386224564383973,no,pi1
232,-155.0007607529216,-28.19078516163388,-16.676174575271045,no,pi1
233,-117.83178093741073,-37.10705653167508,-53.528746478905404,no,pi1
234,-97.37949455927723,-17.711849448646564,73.74076564320279,no,pi1
235,-24.107128122733332,-44.24485404507937,-54.19955723025201,no,pi1
236,-247.7305668903418,-21.16280951060022,-16.025563717017256,no,pi1
237,-233.77123567532115,-22.252365688863417,-16.135050084150695,no,pi1
238,-142.13154847980704,-29.991938513127355,-21.396373327659347,no,pi1
239,-100.16193637568183,-32.42226195391182,-17.100568031189248,no,pi1
240,-94.89790673422416,-38.83391480762328,-53.67448695569103,no,pi1
241,-197.59845275617548,-31.022745624141915,-52.93946391786346,no,pi1
242,-195.6072280326572,-31.14882191448752,-53.0411004194423,no,pi1
243,-139.7669801913728,-35.40696994959608,-53.43564357196394,no,pi1
244,-36.34931422585975,-37.28072255994161,-17.565483540579933,no,pi1
245,-82.42352783818338,-18.836467837083383,73.63133940701287,yes,pi1
246,-78.9449011896628,-40.07824169018705,-53.80072686966065,no,pi1
247,-180.6497218860183,-32.31328501168531,-53.145602556765354,no,pi1
248,-220.01982805393376,-8.348693238967403,74.66846848576427,no,pi1
249,-60.27659923510985,-35.41248744557859,-17.37128354584411,no,pi1
250,-199.87039644972864,-24.821420302834003,-16.37644105796179,no,pi1
251,-189.89883871465736,-25.577048800718327,-16.440993501035614,no,pi1
252,1.4449532920060308,-40.94515807444563,-22.46954815392732,no,pi1
253,-107.23386619096597,-32.67075113900215,-21.669685855302344,no,pi1
254,-129.7960832276964,-36.22570656870165,-53.43930900653288,no,pi1
255,-68.46404960292223,-19.898663705438693,73.56899001320866,no,pi1
256,-157.2036715725977,-13.15156566981354,74.20785092400507,no,pi1
257,-137.0542287753502,-29.599478743304502,-16.82615525887794,no,pi1
258,-65.02827180396193,-16.422367136750324,96.08778216651832,yes,pi1
259,-64.985302634232,-41.09068195368078,-53.89141363973328,no,pi1
260,-205.94473677272725,-25.127459590876036,-20.94991893453556,no,pi1
261,-157.71549283184754,-34.095843233946155,-53.23183916241001,no,pi1
262,-152.77439356528,-9.750135896608839,96.70462491894067,no,pi1
263,-136.14852122139692,-30.452009153200365,-21.450064003901748,no,pi1
264,-160.9850661827612,-27.787183598325022,-16.662373690043967,no,pi1
265,-133.78596887197855,-35.88677388456615,-53.408237684768096,no,pi1
266,-28.37132387373782,-37.876389811695304,-17.607236721858587,no,pi1
267,-15.133326170667026,-44.911467845552416,-54.34052021896905,no,pi1
268,-34.07612767642322,-43.48319355039856,-54.11944791292386,no,pi1
269,-101.15750903303491,-32.30489863459257,-17.073703765021314,no,pi1
270,-48.0359537541498,-42.38893585306295,-54.10318432046325,no,pi1
271,-177.9364696875186,-26.491373312528072,-16.532540176712207,no,pi1
272,-222.52528308175414,-29.13628925407162,-52.76193869151884,no,pi1
273,-70.25219190680265,-34.712957140230856,-17.333046225731287,no,pi1
274,-239.48122220325024,-27.85138682376495,-52.66518097476065,no,pi1
275,-87.9179745172277,-39.38714111544146,-53.73652068374508,no,pi1
276,-92.90585613941845,-38.999605921399414,-53.7835235899881,no,pi1
277,-50.03598063586335,-42.27222898768374,-54.04370900841213,no,pi1
278,-87.40949420050883,-18.44833163515298,73.70293373074534,no,pi1
279,-4.442537507436478,-39.69530356750356,-17.788308051708587,no,pi1
280,-52.02479110004683,-42.1409310692467,-54.00815424080658,no,pi1
281,-165.18069571225288,-12.534956215822476,74.30336755002939,no,pi1
282,-79.9436441808046,-39.99661288832891,-53.799633948514156,no,pi1
283,-192.9826837300699,-26.132430523904496,-21.037173568211436,no,pi1
284,-205.06666383037617,-9.516279741821274,74.54129327433321,no,pi1
285,-141.13449965661758,-30.0424581590978,-21.404714990646657,no,pi1
286,-91.39600173385006,-18.118984766830604,73.7415064684325,no,pi1
287,-108.85778423318747,-37.80839800999805,-53.59088161384345,no,pi1
288,-206.58246256440745,-30.311674926247925,-52.9371223002705,no,pi1
289,-146.74598812731043,-34.88480039296368,-53.30953497727042,no,pi1
290,-75.23664709285714,-34.337227853377684,-17.293974248716555,no,pi1
291,-201.9564416031451,-25.445373201001175,-20.98038435299532,no,pi1
292,-104.14997042103977,-32.1015018071446,-17.05692702679842,no,pi1
293,-43.32773219547316,-36.72676617376823,-17.500958064918134,no,pi1
294,-81.30901060832502,-34.63252319059679,-21.851000104176613,no,pi1
295,-95.38546942900614,-17.852685639764744,73.7631543839343,no,pi1
296,-211.5578700679202,-29.95604800731839,-52.845903678177535,no,pi1
297,-13.415792323549395,-39.019867992785116,-17.711559822787947,no,pi1
298,-125.80847205405847,-36.45340103299865,-53.45345183873617,no,pi1
299,-125.18000197983098,-31.257101794220706,-21.517360130861967,no,pi1
300,-19.60689002968028,-23.63234809519256,73.21889878564524,no,pi1
301,-137.05412229498447,-29.61515122076246,-16.825151020388443,no,pi1
302,-59.00435301392578,-41.606715358399825,-53.956929318465264,no,pi1
303,-169.16988108868827,-12.23643777158264,74.25942552898769,no,pi1
304,-66.46980731782291,-20.011636195268622,73.56874160532227,no,pi1
305,-156.71958388281482,-34.12065916571772,-53.3219780816195,no,pi1
306,-215.5517443396634,-29.686732610538503,-52.85094473105955,no,pi1
307,-194.6072055235337,-31.215055524554458,-53.0311750804708,no,pi1
308,-188.90167575575788,-25.65104188175615,-16.447203951227838,no,pi1
309,-165.96984319576904,-27.40118446938353,-16.61860980706132,no,pi1
310,-57.377727525302525,-36.43483235641769,-22.015960098803962,no,pi1
311,-141.25017245632642,-14.347294659995105,74.09951331793273,no,pi1
312,-183.63980873111558,-32.09551371232744,-53.122961311016354,no,pi1
313,-80.9391210070436,-39.90774926342868,-53.86722197510882,no,pi1
314,-215.91644086260678,-24.380950339417016,-20.874049939363754,no,pi1
315,-50.03051094155418,-42.28715150258858,-54.01257078622486,no,pi1
316,-107.23297005229784,-32.64267191903814,-21.661535205323606,no,pi1
317,-236.4894452999973,-28.068382684637065,-52.690860633682604,no,pi1
318,-230.50871598766562,-28.486626261663517,-52.81439824864366,no,pi1
319,-40.33788748926539,-36.98521055500639,-17.526901708177686,no,pi1
320,-123.30409688237643,-15.711668280240746,73.96291493591974,no,pi1
321,-77.94967792170031,-40.157926351645635,-53.807656415517954,no,pi1
322,-50.03036524244929,-42.296649260870545,-54.01744684804479,no,pi1
323,32.24033367443596,-27.569786395608684,72.80571226700387,no,pi1
324,59.16097915384933,-29.640213554761434,72.59897685959406,no,pi1
325,-9.427185612497894,-39.340284443169075,-17.75787981234688,no,pi1
326,-112.88962538308702,-12.758372657246362,96.32476972488476,yes,pi1
327,-204.57761805870848,-30.46533657752732,-52.96576641716734,no,pi1
328,-211.55940894750847,-29.971093597655702,-52.84432869913898,no,pi1
329,-209.84084453720197,-24.04494141515149,-16.29830152123484,no,pi1
330,-155.71979295382744,-34.18303498716557,-53.31989079673366,no,pi1
331,-147.11707934912428,-29.623622166030056,-21.376830284581366,no,pi1
332,-118.82836024870169,-36.99802212687688,-53.51155849444782,no,pi1
333,-27.09791485403165,-44.00893939099104,-54.17703300919949,no,pi1
334,-157.99760239855135,-28.016855004486228,-16.702716706517567,no,pi1
335,-91.90975622002863,-39.063887238959204,-53.79044703523248,no,pi1
336,-220.90068791035262,-24.00717910973585,-20.837058926663325,no,pi1
337,-216.54325141926634,-29.556505695736575,-52.80186506930283,no,pi1
338,-161.70490687031045,-33.74557056914501,-53.278820620230206,no,pi1
339,-92.9035592401691,-38.96679293607434,-53.77290437032384,no,pi1
340,-103.9142501485509,-13.444312972293393,96.3741069961607,no,pi1
341,-165.97341416167887,-27.417060773840337,-16.642553350542308,no,pi1
342,-189.11125804797993,-10.677336216445893,74.44367258367885,no,pi1
343,-200.08076493764216,-9.88475752969242,74.51266693894607,no,pi1
344,-160.70831580444838,-33.84028802041594,-53.29935831504722,no,pi1
345,-32.567756639568934,-22.632695392435235,73.3103691563374,no,pi1
346,-31.362461730517364,-37.65964657673322,-17.589342993031007,no,pi1
347,-94.89996753807002,-38.86284795471079,-53.68518699490307,no,pi1
348,-229.51928844280627,-28.574053440778133,-52.797510236979264,no,pi1
349,-80.21992739487617,-33.91391101269526,-17.233967902685713,no,pi1
350,-133.83012882441355,-11.188543460467349,96.55975463698867,no,pi1
351,-140.76569467777836,-35.32080019664952,-53.43559292201247,no,pi1
352,-122.81764399569195,-36.69560620463996,-53.55332077350162,no,pi1
353,-125.08771790354727,-30.473744104830228,-16.896500695597755,no,pi1
354,-54.29646942281939,-35.90653956660667,-17.42523674429413,no,pi1
355,-43.32808543623878,-36.709871986743785,-17.495890207871454,no,pi1
356,-174.66644358863883,-32.78747351933859,-53.109539584022826,no,pi1
357,-83.42061587641696,-18.76824659115254,73.67986905132217,no,pi1
358,-187.99659479572105,-26.46256088083065,-21.094939730540133,no,pi1
359,8.519954654839285,-40.68703328753058,-17.877643341955253,no,pi1
360,53.18123827872157,-29.128562893770095,72.69643381768631,no,pi1
361,-186.63075563927455,-31.816891743034272,-53.095469789364714,no,pi1
362,-182.0168755310853,-26.95778666495027,-21.126019318323053,no,pi1
363,-123.09341218009563,-30.63624717592437,-16.91562787522607,no,pi1
364,-190.89736029055973,-25.50498950754518,-16.437633536861462,no,pi1
365,-185.12318635380728,-11.013192453340006,74.37902738434968,no,pi1
366,-84.20866323310433,-33.61533135086574,-17.20502154182856,no,pi1
367,-45.417195304881886,-37.37657729254988,-22.117901590892497,no,pi1
368,-169.67923945550962,-33.16371294396722,-53.15150062465314,no,pi1
369,-230.50199503659698,-28.523995302081847,-52.70584472217384,no,pi1
370,-51.51287344407482,-21.215592315669536,73.44036309863712,no,pi1
371,33.447238698391814,-42.54912711073271,-18.055087254086068,no,pi1
372,-34.076516988282386,-43.473750331696976,-54.12016658621075,no,pi1
373,-85.41453951780022,-18.60717286759696,73.65177536380378,no,pi1
374,-159.70922330152715,-33.8795435675243,-53.20450654250208,no,pi1
375,-177.6586781526501,-32.5664680097802,-53.092990856456034,no,pi1
376,-85.92671903443464,-39.53221765303387,-53.831309833327886,no,pi1
377,-71.0126638796885,-15.933008556712295,96.01463761509687,no,pi1
378,-138.77105260465177,-35.4988250018777,-53.442231943246846,no,pi1
379,-56.290699064038755,-35.77488194309517,-17.41843325906582,no,pi1
380,-129.28597030089793,-15.255832979703372,73.9861182128826,no,pi1
381,34.44449406202637,-42.6641730447099,-18.06737907662412,no,pi1
382,-38.10756074009694,-18.49872662908589,95.89102555506976,no,pi1
383,-115.83888630924243,-37.25892870874014,-53.546167879184445,no,pi1
384,-151.73255886938136,-34.495915038736506,-53.35457555692224,no,pi1
385,-219.5343389241517,-29.327762733009678,-52.783565127382694,no,pi1
386,-152.01050903320376,-28.47386866486268,-16.72313214567929,no,pi1
387,-156.20671877197805,-13.206710416926802,74.205497485504,no,pi1
388,12.506730066091569,-40.98165839048566,-17.913300461571403,no,pi1
389,-50.30908698258947,-36.22633720052396,-17.46395191980775,no,pi1
390,-203.07014581394372,-9.647417093248139,74.53624391743747,no,pi1
391,-209.56531649080696,-30.08531267824654,-52.863448383597614,no,pi1
392,-148.23264829664112,-13.837024013833911,74.12931865276919,no,pi1
393,-129.80002364559465,-36.187549147366845,-53.52310459754198,no,pi1
394,-236.5068837160027,-28.083405237080385,-52.81336949204111,no,pi1
395,-12.62697826348427,-24.14770604113456,73.1332006414304,no,pi1
396,-0.6626688822090445,-25.035033806933356,73.08276580086351,no,pi1
397,-70.3406163883487,-35.45349326131675,-21.919680891103578,no,pi1
398,-39.06156481695415,-43.11246813583846,-54.08477706021291,no,pi1
399,-169.17180712368685,-12.22720515610947,74.28668301778957,no,pi1
400,-89.9141441236554,-39.24963611157162,-53.72816971744492,no,pi1
401,-51.027028019390755,-42.20081352626437,-53.99683343708941,no,pi1
