,x,y,z,label,pi
33,633.9666197761894,-94.41224988810256,-58.98053846583489,no,pi1
34,5.530198417401232,-40.42330071314303,-17.84162004737527,no,pi1
35,-60.001887166045385,-41.49470108787113,-53.93816867618318,no,pi1
36,-102.15535504607345,-32.2433767649731,-17.07987885824433,no,pi1
37,-199.96186893734298,-25.58893842200154,-20.98680852247137,no,pi1
38,-161.71142076923556,-33.757304825633526,-53.33389134755382,no,pi1
39,-174.15521339205273,-11.85979379919672,74.33123710199028,no,pi1
40,-55.059572421650365,-17.17959372375836,95.90304388110327,no,pi1
41,162.97607656019855,-53.23861509753426,-23.612542791233828,no,pi1
42,-95.89521969135778,-38.7723580094898,-53.68555641000142,no,pi1
43,-90.90020880746461,-30.718738205216294,-2.5183545900510254,no,pi1
44,-160.60744847437374,0.40652592550292127,154.57627545556585,yes,pi1
45,29.36750593167202,-43.071924498522094,-22.646936405019378,no,pi1
46,-74.44586126161303,-19.437773161004348,73.62436812343319,no,pi1
47,79.59012794232035,-52.161785123612184,-54.955161118476944,no,pi1
48,119.1983135574395,-49.1127879646029,-18.676430549538388,no,pi1
49,139.3996206701217,-56.73878092138826,-55.50231639850607,no,pi1
50,46.20030735397732,-28.645955644301804,72.74591458365101,no,pi1
51,-100.25315721333236,-33.15777864296334,-21.695542749096163,no,pi1
52,-74.96291904316294,-40.396188045172615,-53.87891207393594,no,pi1
53,-178.69708500768456,-7.75445900389612,96.79190232680462,no,pi1
54,-168.96020124979162,-27.15421912095996,-16.593398610024508,no,pi1
55,-193.60924055744957,-31.320084490824065,-52.96823661223548,no,pi1
56,-181.68835915905137,-7.483569886208734,96.81912547027932,no,pi1
57,-151.2229860623612,-13.626976709448662,74.12327751727706,no,pi1
58,-101.15981301084346,-32.33352638877101,-17.091593638048973,no,pi1
59,307.43754706839974,-48.53804201087208,70.85313360526033,yes,pi1
60,-75.95342137882871,-40.310187070766226,-53.82416242576276,no,pi1
61,-189.62152659596808,-31.647662063982626,-52.998292783763915,no,pi1
62,186.7894554562434,-39.33947375273574,71.72551949890108,no,pi1
63,-27.097693626379275,-44.02359187932167,-54.25559936847877,no,pi1
64,-163.97452477340758,-27.51860110732628,-16.616358651857436,no,pi1
65,-82.93483326590653,-39.74576498713228,-53.780226084626754,no,pi1
66,476.9399225720198,-61.46770382237217,69.58428815349468,no,pi1
67,-122.09682441160588,-30.749066698570402,-16.933963260070623,no,pi1
68,637.9571910494792,-94.67582760730201,-59.07016544814788,yes,pi1
69,3.811552970727427,-46.39442994431623,-54.40161761866627,no,pi1
70,-124.81024914564486,-36.5511277198998,-53.457861797071374,no,pi1
71,12.502762456931874,-41.00044698010141,-17.937511035008384,no,pi1
72,-212.55369368627515,-29.887435490617005,-52.836184523267356,no,pi1
73,-238.9652055262685,-6.9110957730527875,74.79921871927594,no,pi1
74,-250.81727379888358,-21.715855811329753,-20.638351520565404,no,pi1
75,-219.53522084993702,-29.38995226661151,-52.7970840160241,no,pi1
76,-114.84288798605625,-37.33280792196295,-53.63034471813452,no,pi1
77,-212.92699015779365,-24.608333114756004,-20.905975474404485,no,pi1
78,-181.01838643922463,-27.01628561604114,-21.117366735509815,no,pi1
79,-84.92774796218956,-39.58335361418268,-53.75614781519019,no,pi1
80,-115.83947939011446,-37.271869378941126,-53.551122029815325,no,pi1
81,-114.8396060461186,-37.32361966689032,-53.53869278395204,no,pi1
82,485.12651473068223,-76.97759679167218,-21.328203457477038,yes,pi1
83,-220.01963267440672,-8.331641727965257,74.68079725276738,no,pi1
84,-136.26612397180796,-14.729852181631548,74.05001183158687,no,pi1
85,465.092840675775,-76.26562209315728,-25.79663767435294,yes,pi1
86,-196.8787525568729,-25.040142032505763,-16.395871970345613,no,pi1
87,-192.1036685046043,-10.443451284071555,74.46063732629094,no,pi1
88,354.78643575116655,-73.06417420441939,-57.012614153319966,no,pi1
89,-127.80338567472623,-36.3479197472443,-53.52623882931848,no,pi1
90,-89.4040194692645,-18.33038398617687,73.66603672426278,yes,pi1
91,11.302728974676112,-25.97491416058813,72.9897830834892,no,pi1
92,-4.164931877239264,-45.76264943847552,-54.34377940459984,no,pi1
93,30.833603890058267,-14.121700840162628,153.2474019559677,no,pi1
94,1.3327112280764235,-25.22298698747588,73.06915877488308,no,pi1
95,123.46215667791877,-55.476000127735716,-55.34067630844533,no,pi1
96,-109.85497070326618,-37.68271380506059,-53.567334046170096,no,pi1
97,114.4821112810481,-54.807991770662504,-55.24945371529001,no,pi1
98,-192.61130640718335,-31.371844024078868,-52.9649319710938,no,pi1
99,16.772875386524188,-47.38241775176578,-54.50190330021753,no,pi1
100,-146.79005632038212,-10.19810983890472,96.56314980311609,no,pi1
101,-169.69019954692794,-33.14545387768237,-53.20962947204308,no,pi1
102,-125.2967822870382,-15.575356249715675,73.9821507663271,no,pi1
103,-101.87930849174418,-38.34667991742453,-53.641717780544326,no,pi1
104,23.476753198712657,-41.841152739182014,-17.99361140840383,no,pi1
105,-197.08956124875263,-10.071188156393527,74.46041411795565,no,pi1
106,-141.76880702583466,-35.281569812438306,-53.46484629960118,no,pi1
107,-127.80712968551195,-36.33996723551831,-53.48194755684817,no,pi1
108,-83.21213777537004,-33.735212973974306,-17.226579565720055,no,pi1
109,-126.17915215683408,-31.221538064025264,-21.53422493148986,no,pi1
110,-151.22644386888223,-13.628869049774183,74.10897296987167,no,pi1
111,-137.7816320620836,-35.573350368385604,-53.423077437385075,no,pi1
112,143.4043530409492,-57.02401286239325,-55.4209922992796,no,pi1
113,100.24926160164016,-47.67420348588259,-18.5483644400678,no,pi1
114,146.1179865387057,-51.15623029572873,-18.869277441416035,no,pi1
115,446.03147080891597,-59.09918746780191,69.82045363768165,no,pi1
116,114.48990212521754,-54.810153470463064,-55.20367128338407,no,pi1
117,-119.82680203023146,-36.95291499331482,-53.51452371109256,no,pi1
118,-181.13513471667628,-11.327733819514913,74.41291430449908,no,pi1
119,36.34661696986779,-43.56919648408689,-22.69305026493888,no,pi1
120,-13.86623804748356,-9.344753159993333,162.2218629612379,no,pi1
121,-180.02076174058854,-27.113360284374334,-21.132835284062942,no,pi1
122,-129.80010684097488,-36.213046609468414,-53.46747637339386,no,pi1
123,324.3876229621421,-49.84060462466377,70.72693266325943,no,pi1
124,-63.989655702166246,-41.22757189321927,-53.90614309872453,no,pi1
125,479.14441989901263,-76.52522069671069,-21.27989119611421,no,pi1
126,-109.34439289449155,-16.767272337363156,73.86663374333985,no,pi1
127,306.43881795555205,-48.470661050379206,70.81702487296842,yes,pi1
128,-93.2743294964696,-33.67913343697244,-21.751907545258078,no,pi1
129,71.33689888906973,-45.47600644413789,-18.336699601590656,no,pi1
130,20.75984583702698,-47.69419333073761,-54.55121586433399,no,pi1
131,-53.507589066519344,-21.01778058110546,73.46464566364266,no,pi1
132,-191.61474484754015,-31.46527842413219,-52.98497755871661,no,pi1
133,-185.1245875445583,-11.032972981796384,74.37202094231439,no,pi1
134,-162.70272834729107,-33.65822384010683,-53.21673985824769,no,pi1
135,-189.6218418223368,-31.631211966731097,-52.997684327263734,no,pi1
136,-147.02984728205337,-28.833318196932762,-16.791692231246525,no,pi1
137,334.566291126951,-65.53654583023574,-20.247176120078247,no,pi1
138,109.50384667775526,-54.4287979529203,-55.16328772892397,no,pi1
139,-121.81985601801688,-36.808796764688594,-53.48725925739431,no,pi1
140,-114.32990851526361,-16.381169328184225,73.86742631684332,no,pi1
141,-145.7495384430303,-34.95332914659192,-53.303695575409016,no,pi1
142,278.7297894724438,-61.263337384997754,-19.83577182416822,yes,pi1
143,312.908088635447,-69.921126719657,-56.71288675445117,yes,pi1
144,-132.7903055551717,-35.94104508006867,-53.43533255766861,no,pi1
145,95.54231832231287,-53.3631165632458,-55.14354988041385,no,pi1
146,212.2035037563133,-62.26264099910346,-55.914677557007934,no,pi1
147,227.15530649741757,-63.403103979188266,-56.04657775892664,no,pi1
148,-152.7347553718018,-34.41012255311858,-53.297062207813916,no,pi1
149,312.4222322343947,-48.91278219891856,70.82589299368979,no,pi1
150,-104.24142844103048,-32.86568638109371,-21.685039948928065,no,pi1
151,-103.36102414761466,-17.225632488050945,73.79164696160159,no,pi1
152,-196.970110247033,-25.821945597435917,-21.012412978091156,no,pi1
153,-90.91153686204675,-39.16325633712382,-53.71597888908857,no,pi1
154,-121.72041000620071,-2.5402532379070184,154.32586313654483,no,pi1
155,-197.08806939897784,-10.096782032916083,74.47299656982672,no,pi1
156,326.86671406446965,-71.01709923101154,-56.75193967194985,no,pi1
157,217.1458204684474,-37.898284794804084,93.93007612447438,yes,pi1
158,-190.62100040652618,-31.5613516798312,-53.08522071742804,no,pi1
159,-190.61981266084817,-31.578690268078784,-52.99504264091942,no,pi1
160,18.491941546718305,-41.415924074244415,-17.93436952332986,no,pi1
161,-205.58040364073486,-30.394962661355432,-52.91077314854295,no,pi1
162,-139.04923170194903,-29.43159070183649,-16.820528992280146,no,pi1
163,-190.98995242608032,-26.24485356190092,-21.058840313493114,no,pi1
164,-123.10025926927128,-30.6537996547754,-16.95107692138904,no,pi1
165,-49.07625478621254,-17.64325351572296,95.97149140897545,yes,pi1
166,49.40091690741195,-43.79734641788179,-18.1747245466916,no,pi1
167,-221.53021158052076,-29.18569522709137,-52.79097346408415,no,pi1
168,-126.20306723385457,2.0529314306330964,179.95257535088248,no,pi1
169,100.04388410920318,-32.730330382542505,72.31876488393569,no,pi1
170,-12.420013098578742,-39.09675099744336,-17.74004339501817,no,pi1
171,17.77035660969682,-47.44603116146236,-54.51471583977557,no,pi1
172,-232.98477183648774,-7.318675942806725,74.7557209546972,no,pi1
173,7.75904347014658,-21.917657222015272,95.4664815372388,yes,pi1
174,77.59614807288061,-51.98271923435329,-54.93580502208482,no,pi1
175,-152.01085061089896,-28.479102584740957,-16.72264328621415,no,pi1
176,370.4585816573645,-68.25984733699674,-20.51572184026608,no,pi1
177,-106.14306775507754,-31.947502113601004,-17.046998010774537,no,pi1
178,-217.5388096074855,-29.46751004904115,-52.87131286459438,no,pi1
179,95.54289627307641,-53.339537776987505,-55.06461719695275,no,pi1
180,47.685237389124055,-49.715306650478816,-54.72114757701415,no,pi1
181,-164.69490257925062,-33.53309903189421,-53.26081762439084,no,pi1
182,24.198014830375445,967.1133397803428,-6.787687735312965,yes,pi1
183,-101.87739053262322,-38.305480794348014,-53.63206794744196,no,pi1
184,58.52384670574878,967.6406515242845,18.69693326789728,yes,pi1
185,-231.86889136529612,-23.165943655561552,-20.757286543940594,no,pi1
186,36.71686252295458,-48.89405739543525,-54.63765887333143,no,pi1
187,-194.6074512940057,-31.28446449277159,-52.9656089236982,no,pi1
188,-87.1986468365407,-33.36616343391482,-17.173003690102213,no,pi1
189,-119.31488125183259,-16.0306633453542,73.90208267309507,no,pi1
190,341.8237964543311,-72.14255399564202,-56.84624824554529,no,pi1
191,34.7230777954803,-48.73569413250551,-54.623211047838886,no,pi1
192,-48.933229051454596,-8.05542200338698,153.80547380360076,yes,pi1
193,-161.98188235403802,-27.716073321120295,-16.649885416827743,no,pi1
194,-83.4208962716686,-18.773643037844476,73.67421672921589,no,pi1
195,-129.2841443834759,-15.219733326368614,74.02224036260756,no,pi1
196,-133.78767830763695,-35.89116793206677,-53.495126705378205,no,pi1
197,-122.09923584990304,-30.760145110985892,-16.944711024238934,no,pi1
198,-106.23659356314792,-32.7401566907236,-21.662477569122093,no,pi1
199,-62.99471437213786,-41.257447797803856,-54.01257281699676,no,pi1
200,510.8416889612547,-64.04995106483294,69.34168420595462,no,pi1
201,44.415599503773095,-43.393340827016814,-18.121413458199765,no,pi1
202,-122.30715998676735,-15.771193236376766,73.9606801236101,no,pi1
203,-61.99450113096367,-41.35359760413994,-53.915371988042885,no,pi1
204,-166.68789229704365,-33.37592146235025,-53.16035035272441,no,pi1
205,-141.76575206589663,-35.311360669912546,-53.38153762417673,no,pi1
206,93.27288581383016,-47.15510717315673,-18.490153321445238,no,pi1
207,-168.17131054475135,-12.303297632962915,74.25511169338886,no,pi1
208,-207.56924818273902,-30.26423897528693,-52.86767254045296,no,pi1
209,18.282179914481535,-26.525927275862827,72.9427048508549,no,pi1
210,-226.883391272884,-23.547788935555175,-20.791673728684056,no,pi1
211,-108.9023305565362,-13.079504663279232,96.28999713163932,yes,pi1
212,389.6833822279744,-75.78092297930091,-57.199887239904804,no,pi1
213,370.46170047850296,-68.24421690978392,-20.4815253064956,no,pi1
214,43.20966984324998,-28.41188129613526,72.72833245231865,no,pi1
215,315.4144730770716,-49.12755402153316,70.76474396895436,no,pi1
216,-132.06842560918648,-29.99202138814162,-16.859768912837318,no,pi1
217,9.310553831651797,-25.782823798433295,73.01898574711738,no,pi1
218,80.85772742657443,-16.565973189610567,161.50498659078997,no,pi1
219,-90.91039372566685,-39.18784385809699,-53.720403661534235,no,pi1
220,-67.97847978474306,-40.90766923774004,-53.96644199248691,no,pi1
221,-89.91671688001678,-39.24051822877438,-53.73776108758558,no,pi1
222,136.4191720195315,-56.50257462242378,-55.40131344769629,no,pi1
223,-170.16471459369905,-12.119726386502453,74.3172481918801,no,pi1
224,-2.539253711215299,-40.60621419394941,-22.405738736753978,no,pi1
225,-156.2092127886801,-13.242625971563786,74.15489499480204,no,pi1
226,-105.1482539352478,-32.04411129311947,-17.059334539666402,no,pi1
227,186.90690750234901,-55.04607767681779,-23.78723926025758,no,pi1
228,-53.0372660183132,-8.71947531637958,147.9051805694773,no,pi1
229,-198.8723131513452,-24.885727162849797,-16.375029804586603,no,pi1
230,-173.6702409594985,-32.83495679471977,-53.12097194613101,no,pi1
231,-80.9803884797878,-15.146872770452955,96.21177226827184,no,pi1
232,-48.5238257882713,-21.425344821429768,73.41349891390166,no,pi1
233,-11.422459129742691,-39.16242408864485,-17.7461369594208,no,pi1
234,82.581429953466,-52.371529071692926,-54.979502757569726,no,pi1
235,-33.35714432248914,-37.49900354528233,-17.567951441453644,no,pi1
236,53.18033759004804,-29.16868285778007,72.66074461828812,no,pi1
237,240.1224246960712,-64.34813842917907,-56.18594829765764,no,pi1
238,6.567316062414835,971.8226789273763,1.654804986103575,no,pi1
239,-146.74759998065855,-34.895045430122465,-53.388720696814005,no,pi1
240,-102.88176904685618,-38.25717472481993,-53.67187575792387,no,pi1
241,530.7838097590925,-65.54388484368795,69.19585985482418,no,pi1
242,-95.18471105026943,-32.78286076457854,-17.179724215467825,no,pi1
243,-126.29370283823748,-15.456561590129985,74.00414203740038,no,pi1
244,-108.87663233241815,-4.5012461694795505,148.29078104992962,yes,pi1
245,-161.1910721279915,-12.799271266556827,74.2495739713015,no,pi1
246,-90.3988970843804,-18.203961250251766,73.6992138878478,no,pi1
247,-190.89456938677043,-25.458733744719897,-16.425476906315318,no,pi1
248,-95.89559032194724,-38.79794100873325,-53.678671727251476,no,pi1
249,-76.95176905352189,-40.2064856472758,-53.809952893602954,no,pi1
250,30.730903625015543,-48.46186669972276,-54.62299325906305,no,pi1
251,-149.01961729052866,-28.692016613479705,-16.73962016485059,no,pi1
252,117.99161659377505,-34.09088451500024,72.2264095455907,no,pi1
253,-194.60611316226405,-31.2339162199247,-52.95457402934344,no,pi1
254,-103.87264353229686,-38.142619595478,-53.60981263705765,no,pi1
255,-210.56118655238114,-30.051157439048534,-52.84973483142692,no,pi1
256,-172.16265234214222,-12.018999397292747,74.2656360685743,no,pi1
257,-16.13093242439926,-44.836250335432375,-54.26756563273801,no,pi1
258,-108.34772686895403,-16.840593399686096,73.83017574992756,no,pi1
259,-74.4472715137893,-19.453426681158543,73.60161037663237,no,pi1
260,-230.50936777159694,-28.560412973836073,-52.76288552368295,no,pi1
261,-215.03518385817338,-8.708776791884137,74.63703440690588,no,pi1
262,-100.16248255609464,-32.411850027467466,-17.093060190873313,no,pi1
263,-190.61767716020665,-31.5573019503209,-52.99129830598439,no,pi1
264,-4.653876530243431,-24.759133746211663,73.09081513435221,no,pi1
265,-150.73774376443708,-34.618564583306394,-53.299277390153094,no,pi1
266,15.29134334405712,-26.27992893369605,72.93228603695195,no,pi1
267,-168.68354510592548,-33.24579210624181,-53.16281573055031,no,pi1
268,-156.0889001183864,-28.900681884243152,-21.29848194671962,no,pi1
269,-97.88832465878102,-38.586803746096315,-53.65548309865343,no,pi1
270,24.47327231249624,-41.921072699657536,-17.998752586469536,no,pi1
271,-145.75093874078294,-34.96641942325904,-53.32701785886573,no,pi1
272,108.2300138897143,-48.25358663032139,-18.58707414191395,no,pi1
273,-204.57855996676892,-30.52782666523858,-52.90261495147788,no,pi1
274,118.47546622925525,-55.06906558103235,-55.31391256753475,no,pi1
275,49.19215792172298,-28.842160031084674,72.69686356619226,no,pi1
276,-90.91282405029372,-39.14047192778603,-53.72571173792742,no,pi1
277,-181.64496731400695,-32.22782025854004,-53.053809817116374,no,pi1
278,-141.2505083247412,-14.363999270716052,74.1025851050317,no,pi1
279,-154.21275156530498,-13.360875179865761,74.20155768043524,no,pi1
280,-121.10181493849892,-30.83768582822209,-16.9459730360448,no,pi1
281,-114.32876038733656,-16.33827876329048,73.91945266150213,no,pi1
282,-137.67229999971985,-1.2419893595436322,154.43663953088236,no,pi1
283,-151.73583745824217,-34.516469437788885,-53.29435836363202,no,pi1
284,-169.171607186684,-12.22916986443775,74.25758435599299,no,pi1
285,-86.92155722094715,-39.42967111749665,-53.73663618753746,no,pi1
286,105.51465454352528,-54.128341094473285,-55.215607745798735,no,pi1
287,-155.7206172258814,-34.19337163973897,-53.31787290834462,no,pi1
288,-149.73822713024234,-34.68250608102211,-53.28568471222374,no,pi1
289,-111.57954745836567,-1.8861516105198657,162.99881480270273,yes,pi1
290,-146.74697476826788,-34.87452974718572,-53.31802233298883,no,pi1
291,-202.58499964620356,-30.650979085849265,-52.9919573029868,no,pi1
292,-216.03380581022307,-8.627118790555127,74.60304225181115,no,pi1
293,201.86298878587812,-56.21973224965905,-23.90022515131142,no,pi1
294,20.392591057440953,-42.39181495893895,-22.58370052983701,no,pi1
295,-89.40371728697919,-18.321567546101967,73.7389104055304,yes,pi1
296,-212.8348180426425,-23.848109765241038,-16.30318286845826,no,pi1
297,-131.28092863032248,-15.074865831117402,73.99216176408528,no,pi1
298,-191.66219715368993,-6.778370014928521,96.91006406536665,no,pi1
299,-230.50510989094863,-28.53103993371592,-52.73367201033571,no,pi1
300,-206.57380958662873,-30.341498468872814,-52.9688557285698,no,pi1
301,33.72418430518091,-48.66406358418197,-54.61949570349222,no,pi1
302,-256.7048617329398,-20.511135802715803,-15.96711541863509,no,pi1
303,-190.66018202118943,-6.7839511686592555,96.90377636822396,no,pi1
304,-45.04545386532553,-42.65479830098436,-54.05199894501816,no,pi1
305,224.8883376856409,-57.15131949659119,-19.441454451392538,no,pi1
306,-226.79081157033775,-22.770014371192183,-16.175394281903106,no,pi1
307,-45.3224507864097,-36.595979909281915,-17.491670264430237,no,pi1
308,29.2508859131136,-27.319544216034615,72.83990148972086,no,pi1
309,73.21303787282497,-13.239252089408728,178.4827153617665,no,pi1
310,29.73686653455625,-48.37121650353869,-54.586837835250726,no,pi1
311,-32.085102891278794,-43.610110040838606,-54.225553473001554,no,pi1
312,-135.26890750006982,-14.828341551516877,74.08440117607873,no,pi1
313,148.90101706629403,-36.45360408399978,72.00015390367332,no,pi1
314,-104.8689556180465,-38.102980630558065,-53.61346623588059,no,pi1
315,42.42068598235219,-43.300969519828485,-18.13210113624681,no,pi1
316,103.24401952683495,-47.91834942263978,-18.565525689717937,no,pi1
317,-158.20134298394495,-13.044478815655314,74.18823252671963,no,pi1
318,-246.9450316606207,-6.305679212585506,74.83956192536353,no,pi1
319,224.6793362541773,-42.219811761855645,71.4475436169914,no,pi1
320,-85.93725800601098,-39.56928273425071,-53.82381544157667,no,pi1
321,-49.032949660100314,-42.32100886966521,-54.01707875922478,no,pi1
322,543.2367750303367,-87.43064973411066,-58.28679532766389,no,pi1
323,144.91226700498294,-36.14301184660249,71.98834954285451,no,pi1
324,-145.75156049266127,-34.984326810240184,-53.40312176020295,no,pi1
325,-230.5021167822638,-28.52039527411286,-52.70439982480771,no,pi1
326,11.42032703031199,-41.70576429199051,-22.517361468584586,no,pi1
327,164.85425527306634,-37.66623519163206,71.89159212299539,no,pi1
328,-209.0531790419116,-9.177696734494528,74.59044362060857,no,pi1
329,-171.67437537883856,-33.01213552114632,-53.12533123848278,no,pi1
330,-140.77239118690423,-35.32305867562493,-53.473820284342146,no,pi1
331,-116.32371974444939,-16.261073927386786,73.8836518368364,no,pi1
332,-108.13724000707357,-31.766610631561406,-17.021506896122496,no,pi1
333,-188.11357393137126,-10.758520636336256,74.40889189394215,no,pi1
334,-57.013051520016084,-41.767649128919714,-53.99501769582836,no,pi1
335,-41.954169883799125,-8.621013674216929,153.72445129608874,yes,pi1
336,326.8680890102391,-70.93224056575956,-56.80885655715111,no,pi1
337,-97.16962545448756,-32.63242847235603,-17.10963841351989,no,pi1
338,-93.90608369455524,-38.95788189483099,-53.72912859738316,no,pi1
339,147.90468762151264,-36.37691527959508,72.00517545617804,no,pi1
340,-206.0609730620201,-9.419297331358102,74.56718059134693,no,pi1
341,-150.7369321443496,-34.61593056488403,-53.2987588048425,no,pi1
342,-105.86682127908763,-38.0453377373621,-53.613571336365766,no,pi1
343,-30.089524961117533,-43.79100096045294,-54.24014516971073,no,pi1
344,10.792357455887245,-46.92006147840851,-54.45758369896968,no,pi1
345,-110.13296157381673,-31.652482157382778,-17.03023744816241,no,pi1
346,21.71836203510383,-23.00502972035751,95.38431078435626,no,pi1
347,42.512427930606414,970.6142252537335,-7.730390983959056,yes,pi1
348,105.51466629945085,-54.067060842662194,-55.20353747587406,no,pi1
349,-16.405899200112657,-38.79878655026885,-17.6985580332051,no,pi1
350,-191.98584048446878,-26.216824414246737,-21.057686891645787,no,pi1
351,-162.0730347485163,-28.475907282811864,-21.260647245964602,no,pi1
352,-167.96887749271625,-27.23613149802962,-16.62877580123542,no,pi1
353,2.329804115862013,-25.285407055203727,73.02414299549116,no,pi1
354,-155.76237964012475,-9.507483402952792,96.7470649093383,no,pi1
355,-251.93038800433547,-5.920118522683137,74.88184793414068,no,pi1
356,654.6314184277135,-89.90957268186087,-22.546935595307474,yes,pi1
357,-193.61156888576448,-31.345139335498946,-52.98647043463915,no,pi1
358,-210.56447960441963,-30.04026197755655,-52.946893985541564,no,pi1
359,65.6313177579617,-51.080212445754725,-54.86029210980615,no,pi1
360,-71.24716897778006,-34.62611109905619,-17.305373935292923,no,pi1
361,-159.08186946511677,-28.710017792935304,-21.290063317595692,no,pi1
362,-172.045021776973,-27.72427576234294,-21.1986954026354,no,pi1
363,-74.23847131217578,-34.37058773398333,-17.281549172339595,no,pi1
364,-234.5019182225993,-28.249162957201744,-52.76203871631926,no,pi1
365,-126.80836384389526,-36.402245768851316,-53.46115716568598,no,pi1
366,-118.1091702795262,-31.03158964032406,-16.960453740888095,no,pi1
367,324.8724485660111,-70.81634615166105,-56.81042598525309,no,pi1
368,-149.7394407012282,-34.696992741918464,-53.29167831802428,no,pi1
369,-109.8549116875245,-37.69003718146083,-53.56174182239219,no,pi1
370,-141.25050001220671,-14.35494739260765,74.09917198048201,no,pi1
371,-193.88773324721666,-25.281248548331472,-16.420268828225236,no,pi1
372,-42.05324212573355,-42.89175081324162,-54.071012903689166,no,pi1
373,-127.80402351843009,-36.353274562309515,-53.457845847340636,no,pi1
374,694.514757267268,-92.91748884955153,-22.833087666255587,yes,pi1
375,-58.283489852364795,-35.57011807010853,-17.389866347410713,no,pi1
376,-29.46093704510359,-38.590554195811734,-22.22016657023836,no,pi1
377,-52.51074925724182,-21.11518031154539,73.42139441495678,no,pi1
378,-99.3723127813777,-17.533642445707617,73.79677029150825,no,pi1
379,-107.90462935028592,-13.121648033704957,96.28386900950848,no,pi1
380,-107.34882181214681,-16.924994251109545,73.8590958845721,no,pi1
381,442.1606700428681,-74.48504110675813,-25.62106138245184,yes,pi1
382,-40.43107477688805,-37.746187890888976,-22.15586798799245,no,pi1
383,155.88148985071362,-36.93439961978057,71.93003597194193,yes,pi1
384,-149.74268590696892,-34.64429437119959,-53.39138857539087,no,pi1
385,-26.09940451541284,-44.07101541136696,-54.168138718008734,no,pi1
386,-231.50266188167416,-28.43939315797638,-52.78735943445897,no,pi1
387,-143.75971579316754,-35.12387645643981,-53.427650831695395,no,pi1
388,-100.1621562942748,-32.41626533115679,-17.094262305543957,no,pi1
389,-137.77313114316712,-35.59296163186253,-53.373834253295094,no,pi1
390,208.21446918185177,-61.938092910417886,-55.88841361038212,no,pi1
391,177.26195343846683,-34.90323957141988,94.32349739585621,yes,pi1
392,-217.02869596988,-8.578133987098454,74.64558904573761,no,pi1
393,117.48098948671192,-55.02590497217787,-55.21443318024551,no,pi1
394,342.8188969198379,-72.18754549841984,-56.93642273210769,no,pi1
395,-42.052984365085024,-42.867755232651454,-54.064526089131974,no,pi1
396,144.03176132074924,-51.79889259489246,-23.47405752941685,no,pi1
397,-82.21666847271128,-33.782008248717496,-17.24146127669348,no,pi1
398,-34.079730927491774,-43.488811775861286,-54.228514041584035,no,pi1
399,-56.013206701371075,-41.823859983388616,-53.9734741835376,no,pi1
400,-172.6740364217562,-32.95188199163198,-53.14675372017035,no,pi1
401,-233.86334643921992,-23.01898923911308,-20.776289817625482,no,pi1
402,-82.93296044042192,-39.76190565195744,-53.76708152599761,no,pi1
403,96.05423778068149,-32.44524571212735,72.3794132380594,no,pi1
404,-173.0399878404238,-27.627149726166504,-21.17736715180971,no,pi1
