humidity,temperature,experiment,pi
-0.6860554579142032,0.6314250911670652,1,pi2
0.3972086096194833,-0.2818808786217103,1,pi2
-0.32496743540297435,0.4792074295356027,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.9568714747976248,0.9358604144299905,1,pi2
2.473464739059049,-2.412928141462187,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
0.2166645983638689,0.022554444641214876,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.32496743540297435,0.3269897679041401,1,pi2
-1.047143480425432,1.2402957376929156,1,pi2
1.2999286658975553,-1.195186848410486,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
0.12639259273606168,-0.12966321699024771,1,pi2
0.12639259273606168,-0.12966321699024771,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
2.3831927334312417,-2.260710479830724,1,pi2
1.3902006715253625,-1.6518398333048736,1,pi2
-0.32496743540297435,0.3269897679041401,1,pi2
-0.32496743540297435,0.4792074295356027,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
0.9388406433863266,-0.7385338635160981,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
1.3902006715253625,-1.3474045100419485,1,pi2
-0.6860554579142032,0.7836427527985279,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
1.0291126490141338,-0.8907515251475607,1,pi2
-0.7763274635420104,0.7836427527985279,1,pi2
-0.6860554579142032,0.4792074295356027,1,pi2
-0.6860554579142032,0.7836427527985279,1,pi2
0.4874806152472905,-0.2818808786217103,1,pi2
-0.23469542977516714,0.3269897679041401,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
-0.32496743540297435,0.3269897679041401,1,pi2
-0.054151418519552734,0.17477210627267747,1,pi2
-0.41523944103078153,0.4792074295356027,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
1.2999286658975553,-1.0429691867790234,1,pi2
0.3972086096194833,-0.2818808786217103,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
0.12639259273606168,-0.2818808786217103,1,pi2
1.9318327052922057,-1.8040574949363364,1,pi2
2.3831927334312417,-2.1084928181992617,1,pi2
-0.7763274635420104,0.7836427527985279,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
0.2166645983638689,-0.12966321699024771,1,pi2
-0.32496743540297435,0.4792074295356027,1,pi2
0.4874806152472905,-0.2818808786217103,1,pi2
-1.047143480425432,0.9358604144299905,1,pi2
2.2929207278034345,-2.260710479830724,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.6860554579142032,0.7836427527985279,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
-0.23469542977516714,0.3269897679041401,1,pi2
-1.047143480425432,1.3925133993243783,1,pi2
-1.047143480425432,0.9358604144299905,1,pi2
-0.32496743540297435,0.4792074295356027,1,pi2
-0.595783452286396,0.4792074295356027,1,pi2
1.2999286658975553,-1.195186848410486,1,pi2
-0.6860554579142032,0.7836427527985279,1,pi2
-1.047143480425432,1.3925133993243783,1,pi2
1.3902006715253625,-1.6518398333048736,1,pi2
2.2929207278034345,-2.412928141462187,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
-0.8665994691698176,0.9358604144299905,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.595783452286396,0.4792074295356027,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-1.047143480425432,1.2402957376929156,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
2.11237671654782,-2.1084928181992617,1,pi2
-0.14442342414735995,0.17477210627267747,1,pi2
0.12639259273606168,-0.12966321699024771,1,pi2
-0.6860554579142032,0.7836427527985279,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
-0.32496743540297435,0.4792074295356027,1,pi2
-0.14442342414735995,0.3269897679041401,1,pi2
-0.41523944103078153,0.3269897679041401,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
0.12639259273606168,-0.12966321699024771,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
0.2166645983638689,-0.2818808786217103,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
0.12639259273606168,-0.12966321699024771,1,pi2
-0.6860554579142032,0.7836427527985279,1,pi2
1.6610166884087842,-1.499622171673411,1,pi2
0.12639259273606168,-0.12966321699024771,1,pi2
-0.32496743540297435,0.3269897679041401,1,pi2
0.7582966321307121,-0.7385338635160981,1,pi2
1.6610166884087842,-1.6518398333048736,1,pi2
-0.9568714747976248,0.9358604144299905,1,pi2
2.2929207278034345,-2.260710479830724,1,pi2
0.7582966321307121,-0.5863162018846355,1,pi2
0.7582966321307121,-0.5863162018846355,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
1.7512886940365915,-1.8040574949363364,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-1.047143480425432,1.088078076061453,1,pi2
0.12639259273606168,-0.12966321699024771,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-1.047143480425432,1.2402957376929156,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
-0.6860554579142032,0.4792074295356027,1,pi2
-0.6860554579142032,0.7836427527985279,1,pi2
2.2929207278034345,-2.1084928181992617,1,pi2
-0.595783452286396,0.7836427527985279,1,pi2
1.3902006715253625,-1.6518398333048736,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
1.3902006715253625,-1.6518398333048736,1,pi2
0.4874806152472905,-0.2818808786217103,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
1.209656660269748,-1.3474045100419485,1,pi2
1.2999286658975553,-1.3474045100419485,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.595783452286396,0.4792074295356027,1,pi2
0.5777526208750977,-0.4340985402531729,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
-0.23469542977516714,0.3269897679041401,1,pi2
0.7582966321307121,-0.7385338635160981,1,pi2
-1.047143480425432,1.2402957376929156,1,pi2
-0.23469542977516714,0.022554444641214876,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
-0.6860554579142032,0.9358604144299905,1,pi2
-0.6860554579142032,0.7836427527985279,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
-0.14442342414735995,0.17477210627267747,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
-0.054151418519552734,0.17477210627267747,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
-0.9568714747976248,0.9358604144299905,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.6860554579142032,0.9358604144299905,1,pi2
2.6540087503146634,-2.565145803093649,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
1.2999286658975553,-1.195186848410486,1,pi2
-0.23469542977516714,0.3269897679041401,1,pi2
2.2026487221756272,-2.1084928181992617,1,pi2
0.12639259273606168,0.022554444641214876,1,pi2
1.2999286658975553,-1.195186848410486,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.6860554579142032,0.7836427527985279,1,pi2
2.022104710920013,-1.956275156567799,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
-1.1374154860532393,1.088078076061453,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
-1.047143480425432,1.2402957376929156,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.7763274635420104,0.9358604144299905,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.32496743540297435,0.3269897679041401,1,pi2
1.9318327052922057,-1.8040574949363364,1,pi2
0.12639259273606168,0.022554444641214876,1,pi2
-0.14442342414735995,0.022554444641214876,1,pi2
0.03612058710825447,-0.12966321699024771,1,pi2
1.209656660269748,-1.3474045100419485,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.8665994691698176,0.9358604144299905,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
0.2166645983638689,-0.12966321699024771,1,pi2
-0.23469542977516714,0.3269897679041401,1,pi2
-0.8665994691698176,0.9358604144299905,1,pi2
-0.7763274635420104,0.7836427527985279,1,pi2
-0.595783452286396,0.4792074295356027,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
-1.047143480425432,1.2402957376929156,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
2.022104710920013,-1.956275156567799,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.595783452286396,0.4792074295356027,1,pi2
1.9318327052922057,-1.956275156567799,1,pi2
-0.6860554579142032,0.7836427527985279,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
1.6610166884087842,-1.499622171673411,1,pi2
0.8485686377585193,-0.7385338635160981,1,pi2
-0.054151418519552734,-0.12966321699024771,1,pi2
-1.047143480425432,1.2402957376929156,1,pi2
-0.8665994691698176,0.6314250911670652,1,pi2
1.3902006715253625,-1.6518398333048736,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
1.2999286658975553,-1.195186848410486,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
0.9388406433863266,-0.8907515251475607,1,pi2
-0.595783452286396,0.4792074295356027,1,pi2
-0.9568714747976248,0.9358604144299905,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.5055114466585887,0.6314250911670652,1,pi2
1.3902006715253625,-1.6518398333048736,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.595783452286396,0.4792074295356027,1,pi2
0.12639259273606168,-0.12966321699024771,1,pi2
-0.41523944103078153,0.4792074295356027,1,pi2
2.022104710920013,-1.956275156567799,1,pi2
-1.047143480425432,1.2402957376929156,1,pi2
-1.047143480425432,0.9358604144299905,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
-0.32496743540297435,0.17477210627267747,1,pi2
1.7512886940365915,-1.8040574949363364,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
-0.14442342414735995,0.3269897679041401,1,pi2
-0.5055114466585887,0.6314250911670652,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
1.0291126490141338,-0.7385338635160981,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
-0.9568714747976248,0.9358604144299905,1,pi2
-0.9568714747976248,0.9358604144299905,1,pi2
1.2999286658975553,-1.195186848410486,1,pi2
-0.6860554579142032,0.7836427527985279,1,pi2
0.7582966321307121,-0.7385338635160981,1,pi2
-0.6860554579142032,0.7836427527985279,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.41523944103078153,0.4792074295356027,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
-0.9568714747976248,0.9358604144299905,1,pi2
-0.8665994691698176,0.6314250911670652,1,pi2
-0.054151418519552734,0.17477210627267747,1,pi2
-1.1374154860532393,1.088078076061453,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
0.2166645983638689,-0.2818808786217103,1,pi2
0.2166645983638689,-0.12966321699024771,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
-1.047143480425432,1.2402957376929156,1,pi2
-0.7763274635420104,0.7836427527985279,1,pi2
1.2999286658975553,-1.3474045100419485,1,pi2
-0.7763274635420104,0.7836427527985279,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
1.2999286658975553,-1.195186848410486,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
0.668024626502905,-0.4340985402531729,1,pi2
-0.14442342414735995,0.17477210627267747,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-1.047143480425432,1.3925133993243783,1,pi2
-1.047143480425432,1.2402957376929156,1,pi2
2.6540087503146634,-2.565145803093649,1,pi2
-0.7763274635420104,0.7836427527985279,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
1.9318327052922057,-1.956275156567799,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
1.4804726771531698,-1.6518398333048736,1,pi2
0.9388406433863266,-0.8907515251475607,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
2.11237671654782,-1.956275156567799,1,pi2
-0.9568714747976248,0.9358604144299905,1,pi2
-0.7763274635420104,0.7836427527985279,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.41523944103078153,0.17477210627267747,1,pi2
0.03612058710825447,-0.12966321699024771,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-1.047143480425432,0.9358604144299905,1,pi2
-0.595783452286396,0.4792074295356027,1,pi2
0.12639259273606168,-0.12966321699024771,1,pi2
-1.047143480425432,1.3925133993243783,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
1.2999286658975553,-1.3474045100419485,1,pi2
-0.7763274635420104,0.7836427527985279,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
1.2999286658975553,-1.3474045100419485,1,pi2
-0.054151418519552734,0.17477210627267747,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
0.12639259273606168,-0.12966321699024771,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
0.2166645983638689,-0.2818808786217103,1,pi2
1.6610166884087842,-1.6518398333048736,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
0.5777526208750977,-0.5863162018846355,1,pi2
0.12639259273606168,-0.12966321699024771,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
0.7582966321307121,-0.7385338635160981,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
0.2166645983638689,-0.12966321699024771,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
0.7582966321307121,-0.4340985402531729,1,pi2
-0.7763274635420104,0.7836427527985279,1,pi2
1.570744682780977,-1.499622171673411,1,pi2
-0.5055114466585887,0.4792074295356027,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
-1.1374154860532393,1.088078076061453,1,pi2
1.209656660269748,-1.3474045100419485,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
1.8415606996643985,-1.8040574949363364,1,pi2
-0.7763274635420104,0.7836427527985279,1,pi2
0.03612058710825447,0.022554444641214876,1,pi2
0.2166645983638689,-0.12966321699024771,1,pi2
-0.9568714747976248,0.9358604144299905,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-1.047143480425432,1.2402957376929156,1,pi2
-0.7763274635420104,0.7836427527985279,1,pi2
-0.14442342414735995,0.17477210627267747,1,pi2
-1.047143480425432,1.3925133993243783,1,pi2
-0.8665994691698176,0.7836427527985279,1,pi2
-0.595783452286396,0.6314250911670652,1,pi2
1.3902006715253625,-1.6518398333048736,1,pi2
-1.047143480425432,1.088078076061453,1,pi2
1.8415606996643985,-1.8040574949363364,1,pi2
1.4804726771531698,-1.499622171673411,1,pi2
-0.7763274635420104,0.7836427527985279,1,pi2
-0.6860554579142032,0.6314250911670652,1,pi2
-0.595783452286396,0.4792074295356027,1,pi2
-0.7763274635420104,0.6314250911670652,1,pi2
1.2901323028260088,-1.4878610309591747,1,pi3
2.100521444972866,-1.9439084454945645,1,pi3
-0.8168794667558201,0.7923760417177743,1,pi3
-0.6548016383264487,0.7923760417177743,1,pi3
-0.8168794667558201,1.0203997489854693,1,pi3
-0.9789572951851916,0.7923760417177743,1,pi3
-1.141035123614563,0.7923760417177743,1,pi3
0.15558750382040865,-0.3477424946207002,1,pi3
-0.8168794667558201,0.7923760417177743,1,pi3
0.8038988175378945,-1.031813616423785,1,pi3
-0.4927238098970772,0.5643523344500794,1,pi3
-0.8168794667558201,0.7923760417177743,1,pi3
1.6142879596847517,-1.4878610309591747,1,pi3
-0.8168794667558201,1.0203997489854693,1,pi3
1.4522101312553803,-1.25983732369148,1,pi3
0.47974316067915157,-0.5757662018883951,1,pi3
2.100521444972866,-1.9439084454945645,1,pi3
-0.33064598146770574,0.5643523344500794,1,pi3
0.3176653322497801,-0.80378990915609,1,pi3
0.641820989108523,-1.25983732369148,1,pi3
-0.4927238098970772,0.7923760417177743,1,pi3
-0.8168794667558201,1.0203997489854693,1,pi3
-0.8168794667558201,0.7923760417177743,1,pi3
-0.6548016383264487,0.7923760417177743,1,pi3
-0.9789572951851916,0.7923760417177743,1,pi3
-0.33064598146770574,0.5643523344500794,1,pi3
0.47974316067915157,-0.80378990915609,1,pi3
0.3176653322497801,-0.5757662018883951,1,pi3
-0.33064598146770574,0.5643523344500794,1,pi3
-0.6548016383264487,0.5643523344500794,1,pi3
-0.6548016383264487,0.7923760417177743,1,pi3
-0.8168794667558201,0.5643523344500794,1,pi3
-0.6548016383264487,1.0203997489854693,1,pi3
1.7763657881141233,-1.4878610309591747,1,pi3
0.3176653322497801,-0.5757662018883951,1,pi3
-0.6548016383264487,1.0203997489854693,1,pi3
2.100521444972866,-1.7158847382268696,1,pi3
-0.6548016383264487,0.7923760417177743,1,pi3
0.15558750382040865,-0.3477424946207002,1,pi3
0.641820989108523,-0.80378990915609,1,pi3
-0.9789572951851916,0.7923760417177743,1,pi3
0.47974316067915157,-1.031813616423785,1,pi3
-0.8168794667558201,0.7923760417177743,1,pi3
-0.6548016383264487,0.5643523344500794,1,pi3
-0.9789572951851916,0.7923760417177743,1,pi3
2.2625992734022375,-1.9439084454945645,1,pi3
-0.8168794667558201,0.7923760417177743,1,pi3
1.9384436165434946,-1.9439084454945645,1,pi3
-0.9789572951851916,0.7923760417177743,1,pi3
-0.8168794667558201,1.0203997489854693,1,pi3
0.15558750382040865,-0.3477424946207002,1,pi3
-0.4927238098970772,0.5643523344500794,1,pi3
-0.9789572951851916,0.7923760417177743,1,pi3
1.2901323028260088,-1.25983732369148,1,pi3
0.965976645967266,-1.031813616423785,1,pi3
0.3176653322497801,-0.80378990915609,1,pi3
0.641820989108523,-0.80378990915609,1,pi3
-0.9789572951851916,0.7923760417177743,1,pi3
2.100521444972866,-1.9439084454945645,1,pi3
-0.33064598146770574,0.5643523344500794,1,pi3
1.9384436165434946,-1.7158847382268696,1,pi3
-0.4927238098970772,0.7923760417177743,1,pi3
-0.6548016383264487,0.7923760417177743,1,pi3
2.2625992734022375,-1.9439084454945645,1,pi3
1.1280544743966374,-1.031813616423785,1,pi3
2.2625992734022375,-1.9439084454945645,1,pi3
0.3176653322497801,-0.5757662018883951,1,pi3
2.100521444972866,-1.7158847382268696,1,pi3
-0.8168794667558201,0.7923760417177743,1,pi3
0.47974316067915157,-0.80378990915609,1,pi3
-0.8168794667558201,0.7923760417177743,1,pi3
-1.3031129520439344,1.0203997489854693,1,pi3
1.7763657881141233,-1.7158847382268696,1,pi3
-0.6548016383264487,1.0203997489854693,1,pi3
0.3176653322497801,-0.5757662018883951,1,pi3
0.47974316067915157,-0.80378990915609,1,pi3
1.7763657881141233,-1.4878610309591747,1,pi3
-0.8168794667558201,0.7923760417177743,1,pi3
-0.9789572951851916,0.7923760417177743,1,pi3
-0.006490324608962807,-0.3477424946207002,1,pi3
0.641820989108523,-0.80378990915609,1,pi3
-0.33064598146770574,0.5643523344500794,1,pi3
-0.4927238098970772,0.5643523344500794,1,pi3
-0.6548016383264487,1.0203997489854693,1,pi3
0.15558750382040865,-0.3477424946207002,1,pi3
-0.8168794667558201,0.5643523344500794,1,pi3
-0.006490324608962807,-0.3477424946207002,1,pi3
0.8038988175378945,-1.031813616423785,1,pi3
-0.4927238098970772,0.7923760417177743,1,pi3
-0.8168794667558201,0.5643523344500794,1,pi3
-0.33064598146770574,0.5643523344500794,1,pi3
-0.9789572951851916,0.5643523344500794,1,pi3
0.3176653322497801,-0.80378990915609,1,pi3
0.47974316067915157,-0.80378990915609,1,pi3
-0.4927238098970772,0.5643523344500794,1,pi3
-0.8168794667558201,1.0203997489854693,1,pi3
-0.6548016383264487,1.0203997489854693,1,pi3
-0.9789572951851916,0.5643523344500794,1,pi3
-0.6548016383264487,0.7923760417177743,1,pi3
-0.4927238098970772,0.5643523344500794,1,pi3
-0.8168794667558201,1.0203997489854693,1,pi3
0.47974316067915157,-0.5757662018883951,1,pi3
1.7763657881141233,-1.7158847382268696,1,pi3
0.47974316067915157,-0.80378990915609,1,pi3
0.3176653322497801,-0.80378990915609,1,pi3
-0.8168794667558201,0.7923760417177743,1,pi3
0.15558750382040865,-0.3477424946207002,1,pi3
-0.8168794667558201,1.0203997489854693,1,pi3
-0.4927238098970772,0.7923760417177743,1,pi3
0.15558750382040865,-0.3477424946207002,1,pi3
2.424677101831609,-1.9439084454945645,1,pi3
-0.33064598146770574,0.5643523344500794,1,pi3
0.47974316067915157,-0.80378990915609,1,pi3
-0.9789572951851916,0.7923760417177743,1,pi3
-0.9789572951851916,0.7923760417177743,1,pi3
-0.8168794667558201,0.5643523344500794,1,pi3
